Key,Item Type,Publication Year,Holiday,latitude,longitude,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
RZKMZCV2,newspaperArticle,1857,Passover,37.540725,-77.436048,,The Passover,The Daily Dispatch,,2157-1260,,http://chroniclingamerica.loc.gov/lccn/sn84024738/1857-04-10/ed-1/seq-1/#date1=1836&index=6&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=19,,1857-04-10,6/20/16 3:22,6/20/16 17:47,6/20/16 3:22,,,,,,,,,,,,,"Richmond, Virginia",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1857_The daily dispatch_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/6TU977PT/seq-1.html,,,Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4PFC4T7,newspaperArticle,1855,Passover,38.907192,-77.036871,,The Jewish Passover,Evening Star,,2331-9968,,http://chroniclingamerica.loc.gov/lccn/sn83045462/1855-04-02/ed-1/seq-2/#date1=1836&index=9&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=19,,1855-04-02,6/20/16 3:26,6/20/16 3:26,6/20/16 3:26,,,,,,,,,,,,,"Washington, D.C.",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1855_Evening star.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/2JZZCTP9/seq-2.html,,,Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUUF39HJ,newspaperArticle,1845,Passover,40.712784,-74.005941,,Groceries for the Passover,The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1845-04-16/ed-1/seq-4/#date1=1836&index=14&date2=1865&searchType=advanced&language=&sequence=0&words=PASSOVER&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=27,,1845-04-16,6/20/16 4:01,6/20/16 4:01,6/20/16 4:01,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1845_The New York herald_4.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/IGGWPHKW/seq-4.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
8VNURCF7,newspaperArticle,1843,Passover,40.712784,-74.005941,,____,The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1843-04-05/ed-1/seq-3/#date1=1836&index=17&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=27,,1843-04-05,6/20/16 4:03,6/20/16 4:04,6/20/16 4:03,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1843_The New York herald.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/7C8EXTQJ/seq-3.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
MRVP94HV,newspaperArticle,1843,Passover,40.712784,-74.005941,,General Sessions,The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1843-04-18/ed-1/seq-1/#date1=1836&index=18&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=27,,1843-04-18,6/20/16 4:05,6/20/16 4:05,6/20/16 4:05,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1843_The New York herald_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/SH5U8RXV/seq-1.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIB2C3CS,newspaperArticle,1843,Passover,40.712784,-74.005941,,General Sessions,New-York Daily Tribune,,2158-2661,,http://chroniclingamerica.loc.gov/lccn/sn83030213/1843-04-19/ed-1/seq-1/#date1=1836&index=2&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=26,,1843-04-19,6/20/16 4:05,6/20/16 4:06,6/20/16 4:05,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1843_New-York daily tribune.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/WGEA4A6U/seq-1.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3XV6JR7,newspaperArticle,1854,Passover,40.712784,-74.005941,,For the Passover,The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1854-04-02/ed-1/seq-7/#date1=1836&index=2&date2=1865&searchType=advanced&language=&sequence=0&words=PASSOVER&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=28,,1854-04-02,6/20/16 4:09,6/20/16 4:09,6/20/16 4:09,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1854_The New York herald_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/FAHKGV39/seq-7.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
UTNIEF2Z,newspaperArticle,1855,Passover,39.768403,-86.158068,,[Passover Benevolent Society],Weekly Indiana State Sentinel,,2334-5691,,http://chroniclingamerica.loc.gov/lccn/sn82014286/1855-04-05/ed-1/seq-3/#date1=1836&index=14&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=28,,1855-04-05,6/20/16 4:10,6/20/16 17:40,6/20/16 4:10,,,,,,,,,,,,,"Indianapolis, Indiana",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1855_Weekly Indiana State sentinel.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/FZIUDHNI/seq-3.html,,,Indiana--Indianapolis.--fast--(OCoLC)fst01205182; Indianapolis (Ind.)--Newspapers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7SF74I6,newspaperArticle,1860,Passover,39.290385,-76.612189,,The Jewish Feast of the Passover,The Daily Exchange,,2378-0509,,http://chroniclingamerica.loc.gov/lccn/sn83009573/1860-03-26/ed-1/seq-1/#date1=1836&index=12&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=28,,1860-03-26,6/20/16 4:10,6/20/16 4:11,6/20/16 4:10,,,,,,,,,,,,,"Baltimore, Maryland",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1860_The daily exchange.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/P8AF5DDA/seq-1.html,,,Baltimore (Md.)--Newspapers.; Maryland--Baltimore.--fast--(OCoLC)fst01204292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QADBP2X7,newspaperArticle,1854,Passover,40.712784,-74.005941,,Notice to Israelites,The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1854-03-24/ed-1/seq-3/#date1=1836&index=1&date2=1865&searchType=advanced&language=&sequence=0&words=passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=28,,1854-03-24,6/20/16 4:12,6/20/16 4:12,6/20/16 4:12,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1854_The New York herald_3.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/N8XWCGHR/seq-3.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
VADH2KXE,newspaperArticle,1862,Passover,40.712784,-74.005941,,The Feast of the Passover,New-York Daily Tribune,,2158-2661,,http://chroniclingamerica.loc.gov/lccn/sn83030213/1862-04-15/ed-1/seq-2/#date1=1836&index=6&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=29,,1862-04-15,6/20/16 4:13,6/20/16 4:13,6/20/16 4:13,2,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1862_New-York daily tribune.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/NM97TAWC/seq-2.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FZFFCU4P,newspaperArticle,1845,Passover,40.712784,-74.005941,,Groceries for the Passover,The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1845-04-15/ed-1/seq-3/#date1=1836&index=10&date2=1865&searchType=advanced&language=&sequence=0&words=PASSOVER&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=29,,1845-04-15,6/20/16 4:14,6/20/16 4:15,6/20/16 4:14,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1845_The New York herald_5.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/PEKUPETC/seq-3.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
Q538JJ6W,newspaperArticle,1844,Passover,40.712784,-74.005941,,[Ritterband Advertisement],The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1844-03-24/ed-1/seq-4/#date1=1836&index=15&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=29,,1844-03-24,6/20/16 4:15,6/20/16 17:36,6/20/16 4:15,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1844_The New York herald_6.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/ZAKZ4RSM/seq-4.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
K3GUS4H3,newspaperArticle,1844,Passover,40.712784,-74.005941,,___ ____,The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1844-03-24/ed-1/seq-4/#date1=1836&index=15&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=29,,1844-03-24,6/20/16 4:15,6/20/16 4:16,6/20/16 4:15,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1844_The New York herald_7.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/9AXIQ6G7/seq-4.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
9WRQ3KR5,newspaperArticle,1844,Passover,40.712784,-74.005941,,[Ritterband Advertisement],The New York Herald,,None,,http://chroniclingamerica.loc.gov/lccn/sn83030313/1844-03-09/ed-1/seq-4/#date1=1836&index=14&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=29,,1844-03-09,6/20/16 4:16,6/20/16 17:33,6/20/16 4:16,,,,,,,,,,,,,"New York, N.Y",eng,,,,,chroniclingamerica.loc.gov,,,,/Users/lauranewmaneckstein/Documents/Zotero/1844_The New York herald_8.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/KFHTA5MW/seq-4.html,,,New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisements,,,,
